epoch,train_loss,test_loss,acc1,acc5,unfrozen_neurons,total_params,unfrozen_params,epoch_time
1,1.8874800205230713,1.6637933254241943,37.66999816894531,89.95999908447266,3413,2202570,457275,51.186137676239014
2,1.5825785398483276,1.4331713914871216,48.66999816894531,92.48999786376953,3413,2202570,457275,51.10837197303772
3,1.4223698377609253,1.413726568222046,49.48999786376953,93.20999908447266,3413,2202570,457275,51.35862755775452
4,1.319521188735962,1.2317817211151123,57.11000061035156,94.98999786376953,1,2202570,19,43.948988914489746
5,1.2817548513412476,1.2087156772613525,57.81999969482422,95.18000030517578,1,2202570,19,44.59613919258118
6,1.261808156967163,1.1882652044296265,58.03999710083008,95.66999816894531,1,2202570,19,45.03817534446716
7,1.259405255317688,1.2176530361175537,57.21999740600586,95.32999420166016,3413,2202570,457275,51.5264675617218
8,1.1756023168563843,1.1172630786895752,61.8599967956543,96.18000030517578,3413,2202570,457275,51.40406608581543
9,1.118175745010376,1.0648447275161743,63.779998779296875,96.75999450683594,3413,2202570,457275,51.39683532714844
10,2.027874231338501,1.5528087615966797,48.78999710083008,91.25,3413,2202570,419980,51.01309370994568
11,1.4692597389221191,1.2949646711349487,58.869998931884766,93.52999877929688,3413,2202570,419980,50.88879060745239
12,1.3509447574615479,1.3208951950073242,59.939998626708984,92.58999633789062,3413,2202570,419980,51.17491054534912
13,1.2990453243255615,1.227223515510559,62.459999084472656,93.72000122070312,3413,2202570,419980,51.10482907295227
14,1.1296708583831787,1.0676288604736328,64.86000061035156,96.36000061035156,1,2202570,19,43.28369140625
15,1.0911564826965332,1.0381360054016113,66.47999572753906,96.0199966430664,1,2202570,19,43.447673320770264
16,1.0827707052230835,1.0303127765655518,66.83999633789062,96.08999633789062,1,2202570,19,45.03363537788391
17,1.0655264854431152,1.022136926651001,66.6500015258789,96.94999694824219,1,2202570,19,43.30634927749634
18,1.164882779121399,1.0420923233032227,66.08999633789062,96.6199951171875,3413,2202570,457275,51.29148507118225
19,1.046054720878601,0.9553420543670654,69.72999572753906,96.82999420166016,3413,2202570,457275,51.18618035316467
20,0.990727961063385,0.9162428975105286,71.20999908447266,97.54000091552734,3413,2202570,457275,50.78144073486328
21,0.9138283133506775,0.8722590208053589,73.68000030517578,97.54999542236328,1,2202570,19,40.816739320755005
22,0.970841109752655,0.9106086492538452,71.73999786376953,97.29000091552734,3413,2202570,457275,48.81355881690979
23,0.9446378946304321,0.9060127139091492,72.55999755859375,97.45999908447266,3413,2202570,457275,48.93347430229187
24,0.9259526133537292,0.9061076045036316,73.23999786376953,98.0199966430664,3413,2202570,457275,48.76537775993347
25,1.494699239730835,1.3876299858093262,61.099998474121094,96.43999481201172,3413,2202570,452517,49.4599187374115
26,1.1013678312301636,0.9914994835853577,71.43999481201172,95.70999908447266,3413,2202570,452517,49.62349843978882
27,1.0858367681503296,0.99152010679245,73.43999481201172,95.62999725341797,3413,2202570,452517,49.2176239490509
28,1.0534031391143799,0.9909205436706543,74.43999481201172,96.44999694824219,3413,2202570,452517,48.53071975708008
29,1.046701431274414,0.988572895526886,73.05999755859375,96.61000061035156,3413,2202570,452517,48.60930562019348
30,1.035232663154602,0.9665595293045044,74.47000122070312,96.22999572753906,3413,2202570,452517,48.47423028945923
31,1.0577255487442017,0.9247490763664246,75.18999481201172,97.12999725341797,3413,2202570,452517,49.7497832775116
32,1.0483543872833252,1.0486758947372437,69.55999755859375,96.73999786376953,3413,2202570,452517,49.70450758934021
33,0.9431136846542358,0.9102440476417542,76.44999694824219,97.4000015258789,1,2202570,19,34.97363543510437
34,0.9320390224456787,0.9050446152687073,76.06999969482422,97.3699951171875,1,2202570,19,36.73392415046692
35,0.9341433048248291,0.9718491435050964,74.2699966430664,96.7699966430664,1,2202570,19,35.135273694992065
36,2.65771746635437,1.9539507627487183,30.869998931884766,82.54000091552734,3413,2202570,432748,49.968501329422
37,1.876887559890747,1.761432409286499,39.689998626708984,86.05999755859375,1,2202570,19,36.01610541343689
38,1.8730053901672363,1.8105612993240356,38.82999801635742,88.7699966430664,3413,2202570,432748,48.96419715881348
39,1.7620577812194824,1.9015566110610962,37.82999801635742,89.08999633789062,3413,2202570,432748,48.46698045730591
40,1.693949818611145,1.5681978464126587,50.54999923706055,88.6500015258789,3413,2202570,432748,49.13645839691162
41,1.6072521209716797,1.540129542350769,51.689998626708984,87.65999603271484,3413,2202570,432748,49.022631883621216
42,1.554940938949585,1.545364499092102,53.16999816894531,87.62999725341797,3413,2202570,432748,48.54833626747131
43,1.6221497058868408,1.474627137184143,54.57999801635742,89.13999938964844,3413,2202570,457275,48.236753940582275
44,1.7159682512283325,1.306863784790039,53.04999923706055,93.82999420166016,3413,2202570,440081,49.42980599403381
45,1.3036688566207886,1.209013819694519,56.75,95.47999572753906,3413,2202570,440081,48.750061988830566
46,1.1358023881912231,1.0653342008590698,61.48999786376953,96.15999603271484,1,2202570,19,36.824320554733276
