epoch,train_loss,test_loss,acc1,acc5,unfrozen_neurons,total_params,unfrozen_params,epoch_time
1,2.286684036254883,2.255913257598877,15.949999809265137,64.58999633789062,128,2202570,110135,44.913456439971924
2,2.1884334087371826,2.106959581375122,23.239999771118164,77.61000061035156,128,2202570,110135,47.777209520339966
3,2.162994623184204,2.012725591659546,24.799999237060547,79.48999786376953,870,2202570,110134,50.28300881385803
4,2.113776206970215,1.9274181127548218,32.959999084472656,82.41999816894531,784,2202570,110130,49.50320649147034
5,1.9174518585205078,1.764046549797058,38.57999801635742,85.90999603271484,840,2202570,110127,49.27083110809326
6,1.8314836025238037,1.7197446823120117,40.959999084472656,86.33999633789062,818,2202570,110127,50.68234610557556
7,1.7697722911834717,1.8246794939041138,37.75,85.18000030517578,836,2202570,110134,47.91890239715576
8,1.760148525238037,1.682559609413147,42.7599983215332,88.5199966430664,871,2202570,110130,48.18528723716736
9,1.68978750705719,1.6648380756378174,41.2599983215332,88.93999481201172,908,2202570,110133,50.790356397628784
10,1.5914212465286255,1.4869056940078735,46.65999984741211,91.70999908447266,971,2202570,110130,48.45134615898132
11,1.5046080350875854,1.4560961723327637,47.189998626708984,91.93000030517578,916,2202570,110127,47.095580101013184
12,1.4527804851531982,1.5392811298370361,47.71999740600586,90.33999633789062,895,2202570,110125,46.700690269470215
13,1.3829888105392456,1.2998195886611938,52.98999786376953,94.08999633789062,921,2202570,110126,46.522199392318726
14,1.3415052890777588,1.3036047220230103,53.029998779296875,94.08999633789062,918,2202570,110131,47.20359539985657
15,1.3044989109039307,1.254596471786499,54.66999816894531,94.72000122070312,986,2202570,110128,46.67062568664551
16,1.2733474969863892,1.268010139465332,55.03999710083008,94.37999725341797,921,2202570,110131,46.554067611694336
17,1.2454618215560913,1.2110655307769775,56.84000015258789,95.13999938964844,930,2202570,110133,46.5261926651001
18,1.2234203815460205,1.2967607975006104,54.0,94.68999481201172,987,2202570,110126,46.46008229255676
19,1.2062711715698242,1.1801631450653076,57.21999740600586,95.69999694824219,979,2202570,110126,46.61040735244751
20,1.1906791925430298,1.1444166898727417,59.279998779296875,95.68999481201172,990,2202570,110134,46.8336718082428
21,1.1777417659759521,1.1488795280456543,59.52000045776367,95.5,1007,2202570,110128,50.130990982055664
22,1.1625100374221802,1.1510452032089233,58.939998626708984,95.72999572753906,1007,2202570,110129,51.04654812812805
23,1.1563835144042969,1.1285277605056763,60.54999923706055,95.75,1034,2202570,110134,48.19903564453125
24,1.1480565071105957,1.119349479675293,60.23999786376953,95.63999938964844,1078,2202570,110135,46.88599133491516
25,1.1419479846954346,1.1282497644424438,60.189998626708984,96.13999938964844,1094,2202570,110128,46.84608602523804
26,1.1361807584762573,1.13910973072052,59.6099967956543,96.05999755859375,1048,2202570,110133,46.8293662071228
27,1.1285030841827393,1.1060779094696045,60.72999954223633,95.90999603271484,1033,2202570,110130,46.88899517059326
28,1.116929292678833,1.0933396816253662,60.71999740600586,96.31999969482422,1033,2202570,110131,46.847837924957275
29,1.112483263015747,1.1046662330627441,60.81999969482422,96.18999481201172,1073,2202570,110132,46.82449507713318
30,1.1147607564926147,1.1603652238845825,59.32999801635742,96.25999450683594,1067,2202570,110126,46.714268922805786
31,1.1144349575042725,1.081916093826294,61.84000015258789,96.45999908447266,1023,2202570,110130,49.64547944068909
32,1.1106595993041992,1.1348313093185425,59.53999710083008,96.05999755859375,1035,2202570,110124,51.57859945297241
