epoch,train_loss,test_loss,acc1,acc5,unfrozen_neurons,total_params,unfrozen_params,epoch_time
1,2.338958263397217,2.122678518295288,20.59000015258789,77.93000030517578,875,2202570,112988,52.640036821365356
2,2.0248138904571533,1.9604339599609375,30.529998779296875,81.38999938964844,875,2202570,112988,51.215126276016235
3,1.9265862703323364,1.8367323875427246,32.689998626708984,86.69999694824219,875,2202570,112988,50.745081424713135
4,1.7924716472625732,1.6308436393737793,40.98999786376953,90.61000061035156,875,2202570,112988,51.406500577926636
5,1.7016350030899048,1.545259714126587,45.209999084472656,89.5199966430664,857,2202570,111046,53.317728996276855
6,1.5781971216201782,1.4355502128601074,49.93000030517578,90.44999694824219,857,2202570,111046,51.72948932647705
7,1.4546983242034912,1.3058686256408691,53.87999725341797,93.70999908447266,857,2202570,111046,53.12793684005737
8,1.368965744972229,1.2484660148620605,56.31999969482422,94.43999481201172,857,2202570,111046,53.32647252082825
9,1.3013043403625488,1.2066650390625,57.11000061035156,95.27999877929688,857,2202570,111046,52.173663854599
10,1.2489296197891235,1.1761653423309326,58.189998626708984,95.44999694824219,857,2202570,111046,51.896647930145264
11,1.1881927251815796,1.0797464847564697,61.30999755859375,96.00999450683594,856,2202570,109766,51.93526244163513
12,1.129274845123291,1.062197208404541,62.38999938964844,96.43999481201172,856,2202570,109766,51.83164429664612
13,1.1027508974075317,1.1311579942703247,60.30999755859375,95.54999542236328,845,2202570,109079,54.62996864318848
14,1.0795637369155884,1.032270908355713,63.5099983215332,96.47999572753906,845,2202570,109079,51.764174699783325
15,1.0540319681167603,0.9811503887176514,65.1199951171875,96.81999969482422,845,2202570,109079,51.7675347328186
16,1.036600947380066,0.982916533946991,64.97999572753906,96.95999908447266,845,2202570,109079,51.73625683784485
17,1.0069159269332886,0.9351025819778442,66.73999786376953,97.44999694824219,833,2202570,107171,51.69461011886597
18,0.985681414604187,0.945685088634491,66.87999725341797,97.29000091552734,833,2202570,107171,51.66073679924011
19,0.9715412259101868,0.9498553276062012,66.7699966430664,96.8699951171875,833,2202570,107171,51.832210540771484
20,0.9640745520591736,0.911605179309845,68.08000183105469,97.5,833,2202570,107171,51.85008358955383
21,0.9708957076072693,0.9079763293266296,68.18000030517578,97.41999816894531,875,2202570,112988,51.821247816085815
22,0.9517539739608765,0.901733934879303,68.63999938964844,97.55999755859375,875,2202570,112988,51.640612840652466
23,0.9386153817176819,0.9505506753921509,67.38999938964844,97.04999542236328,875,2202570,112988,51.873215436935425
24,0.9242991209030151,0.869581937789917,69.90999603271484,97.43999481201172,875,2202570,112988,52.22857975959778
25,0.8993914723396301,0.853173017501831,70.5199966430664,97.79999542236328,857,2202570,111046,51.60710668563843
26,0.8912318348884583,0.8320200443267822,71.20999908447266,97.72000122070312,857,2202570,111046,51.635966777801514
27,0.8737015128135681,0.8283907175064087,71.43000030517578,97.8699951171875,857,2202570,111046,51.72225570678711
28,0.8642311096191406,0.8713108897209167,70.23999786376953,97.50999450683594,857,2202570,111046,51.74064111709595
29,0.8422060608863831,0.8213592171669006,71.25,97.77999877929688,857,2202570,111046,51.37868928909302
30,0.8404914736747742,0.8418405652046204,70.5999984741211,97.93999481201172,857,2202570,111046,51.77913737297058
31,0.8221449255943298,0.8439161777496338,70.8699951171875,97.55999755859375,856,2202570,109766,51.69090533256531
32,0.8193316459655762,0.7860248684883118,72.97000122070312,97.93999481201172,856,2202570,109766,51.371502161026
33,0.8014962077140808,0.8076097965240479,72.45999908447266,98.0199966430664,845,2202570,109079,51.54013919830322
34,0.792556881904602,0.7472984790802002,73.77999877929688,98.20999908447266,845,2202570,109079,51.66120171546936
35,0.7881918549537659,0.86199551820755,70.75,97.47999572753906,845,2202570,109079,51.39079928398132
36,0.785251796245575,0.7516459226608276,74.0,98.04000091552734,845,2202570,109079,50.382869482040405
37,0.779315173625946,0.7751296758651733,73.36000061035156,97.91999816894531,833,2202570,107171,51.069077253341675
38,0.7646243572235107,0.7894679307937622,72.5199966430664,97.88999938964844,833,2202570,107171,50.712695837020874
39,0.7645904421806335,0.739284873008728,74.33000183105469,98.25,833,2202570,107171,50.222885608673096
40,0.7627955675125122,0.7684673070907593,73.40999603271484,98.4000015258789,833,2202570,107171,50.77056908607483
41,0.7958479523658752,0.7695740461349487,73.5999984741211,98.0,875,2202570,112988,51.588316679000854
42,0.7877878546714783,0.7827601432800293,72.37999725341797,98.29000091552734,875,2202570,112988,50.96462798118591
43,0.7879959344863892,0.7683249711990356,73.27999877929688,98.0999984741211,875,2202570,112988,51.51056170463562
44,0.7850668430328369,0.7666111588478088,73.83000183105469,97.88999938964844,875,2202570,112988,51.676249980926514
45,0.7877569198608398,0.7430590391159058,74.25,98.32999420166016,857,2202570,111046,51.61826491355896
46,0.7681746482849121,0.7677388787269592,73.5,98.15999603271484,857,2202570,111046,51.64818477630615
