epoch,train_loss,test_loss,acc1,acc5,unfrozen_neurons,total_params,unfrozen_params,epoch_time
1,1.8206886053085327,1.4861507415771484,44.77000045776367,91.72999572753906,17066,2202570,2202570,52.567118406295776
2,1.3352357149124146,1.2123790979385376,56.13999938964844,95.25,17066,2202570,2202570,51.92587876319885
3,1.0856739282608032,1.1054515838623047,62.44999694824219,96.18000030517578,17064,2202570,2201866,52.00196313858032
4,0.9144698977470398,1.2313730716705322,60.88999938964844,94.6199951171875,17064,2202570,2201601,52.17911076545715
5,0.796191394329071,0.8772719502449036,69.3699951171875,97.8699951171875,17064,2202570,2202410,52.064120292663574
6,0.7236241102218628,0.7394620180130005,74.54999542236328,98.52999877929688,17065,2202570,2202474,52.08915042877197
7,0.6565174460411072,0.6586304903030396,77.48999786376953,98.70999908447266,17065,2202570,2202546,52.03924012184143
8,0.6186721920967102,0.6677030920982361,77.63999938964844,98.77999877929688,17064,2202570,2202545,51.739396810531616
9,0.5799105763435364,0.6353485584259033,78.52999877929688,98.68000030517578,17059,2202570,2201377,51.8004789352417
10,0.554671585559845,0.5684854984283447,81.05999755859375,99.0199966430664,17064,2202570,2202346,51.81991505622864
11,0.5318183302879333,0.5793967843055725,80.16999816894531,99.0199966430664,17063,2202570,2202026,51.938302516937256
12,0.5047410130500793,0.5851605534553528,79.97999572753906,99.00999450683594,17060,2202570,2201385,51.454734802246094
13,0.4914076030254364,0.5449238419532776,81.6500015258789,99.1199951171875,17063,2202570,2200490,51.365915298461914
14,0.47538432478904724,0.5443224310874939,81.18000030517578,99.12999725341797,17060,2202570,2202104,51.5669949054718
15,0.46195530891418457,0.5468299984931946,81.5199966430664,99.11000061035156,17061,2202570,2201825,51.356963872909546
16,0.4496476948261261,0.5045333504676819,82.69999694824219,99.27999877929688,17057,2202570,2201515,51.387802839279175
17,0.43917953968048096,0.5249927639961243,82.13999938964844,99.41999816894531,17062,2202570,2202409,51.36807298660278
18,0.42858919501304626,0.5764933228492737,81.29000091552734,98.79000091552734,17063,2202570,2202232,51.425549030303955
19,0.42120161652565,0.4930996298789978,82.95999908447266,99.3499984741211,17058,2202570,2202031,51.36759829521179
20,0.41011878848075867,0.5196195244789124,82.62999725341797,99.19999694824219,17061,2202570,2201240,51.3777973651886
21,0.4070497155189514,0.48629650473594666,83.80999755859375,99.33999633789062,17062,2202570,2202447,51.45586967468262
22,0.40070006251335144,0.45791032910346985,84.58000183105469,99.36000061035156,17058,2202570,2201437,51.461851358413696
23,0.3929871916770935,0.433499276638031,85.3499984741211,99.31999969482422,17057,2202570,2202324,51.43367791175842
24,0.38324037194252014,0.46452659368515015,84.5,99.2699966430664,17060,2202570,2202406,51.463117837905884
