epoch,train_loss,test_loss,acc1,acc5,unfrozen_neurons,total_params,unfrozen_params,epoch_time
1,2.2824337482452393,2.2457327842712402,16.43000030517578,68.83999633789062,1,2202570,42,44.88971304893494
2,2.1053242683410645,1.893025279045105,33.80999755859375,84.98999786376953,3413,2202570,434063,50.25606107711792
3,1.796122670173645,1.6295337677001953,43.7599983215332,90.68999481201172,3413,2202570,433750,53.07827663421631
4,1.6615562438964844,1.433868646621704,48.97999954223633,92.33999633789062,3413,2202570,461067,53.22527813911438
5,1.3930275440216064,1.3343216180801392,52.71999740600586,93.11000061035156,1,2202570,42,43.037718057632446
6,1.4092330932617188,1.2449777126312256,55.46999740600586,94.83999633789062,3413,2202570,433241,50.93188190460205
7,1.3319088220596313,1.160455584526062,58.779998779296875,95.68999481201172,3413,2202570,440457,50.94999861717224
8,1.1452312469482422,1.0459120273590088,63.09000015258789,96.18000030517578,3413,2202570,434063,50.16950225830078
9,1.0234421491622925,0.9815530180931091,65.37999725341797,96.90999603271484,3413,2202570,433750,50.14999270439148
10,0.9480672478675842,0.916558027267456,68.26000213623047,97.4000015258789,3413,2202570,440457,50.11425852775574
11,0.8664769530296326,0.8846668601036072,69.33000183105469,97.69999694824219,3413,2202570,440457,50.09292936325073
12,0.853724479675293,0.8138529658317566,72.08000183105469,97.93999481201172,3413,2202570,434063,50.138219118118286
13,0.7808641195297241,0.8114003539085388,72.30999755859375,98.08999633789062,3413,2202570,440457,50.10641312599182
14,0.763080358505249,0.7230055332183838,74.83000183105469,98.36000061035156,3413,2202570,433750,50.124096155166626
15,0.7607062458992004,0.6981507539749146,75.80999755859375,98.68999481201172,3413,2202570,433241,50.054851770401
16,0.6828605532646179,0.6685374975204468,76.77999877929688,98.65999603271484,3413,2202570,433750,50.17243432998657
17,0.7247893214225769,0.6471105813980103,77.31999969482422,98.73999786376953,3413,2202570,461067,50.05777359008789
18,0.6358689069747925,0.6128799915313721,78.70999908447266,98.82999420166016,3413,2202570,461067,50.171900033950806
19,0.6370946764945984,0.6343306303024292,77.72000122070312,98.73999786376953,3413,2202570,433241,50.16489577293396
20,0.609096348285675,0.6648747324943542,77.5199966430664,98.63999938964844,3413,2202570,461067,50.11284899711609
21,0.6422871947288513,0.6112334132194519,78.54999542236328,98.8699951171875,3413,2202570,434063,50.07614755630493
22,0.6343421339988708,0.5972139835357666,80.05999755859375,98.7699966430664,3413,2202570,440457,50.070905685424805
23,0.5955865979194641,0.6202582716941833,78.61000061035156,98.79000091552734,3413,2202570,433750,50.21576976776123
24,0.4961804747581482,0.5401334762573242,81.6199951171875,99.08999633789062,1,2202570,42,42.452165603637695
25,0.5788106322288513,0.5671296715736389,80.72999572753906,98.97000122070312,3413,2202570,434063,50.110743045806885
26,0.577880322933197,0.5776410698890686,80.98999786376953,98.97000122070312,3413,2202570,440457,50.22230267524719
